student_id,age,entrance_score,board_percentage,extracurricular_score,admission_probability
6181,18,0,79.03,8,0.356
6182,20,64,63.62,5,0.232
6183,17,0,67.66,3,0.182
6184,20,63,78.44,2,0.285
6185,17,283,75.14,0,0.373
6186,20,142,61.07,3,0.23
6187,18,54,92.55,8,0.49
6188,20,98,97.09,3,0.462
6189,17,0,83.81,2,0.281
6190,18,348,80.32,10,0.636
6191,20,41,86,6,0.397
6192,17,0,61.12,0,0.08
6193,18,0,63.75,9,0.263
6194,17,86,51.01,8,0.21
6195,18,158,52.95,6,0.236
6196,18,6,63.98,2,0.141
6197,19,90,56.32,6,0.215
6198,18,0,69.41,4,0.213
6199,17,0,64.85,3,0.162
6200,17,151,92.42,7,0.536
6201,20,78,99.53,4,0.484
6202,20,142,63.1,9,0.354
6203,17,110,59.23,4,0.213
6204,17,497,62.32,0,0.424
6205,17,134,53.73,4,0.189
6206,20,69,76.69,1,0.258
6207,19,189,92.1,0,0.432
6208,20,120,65.94,4,0.269
6209,18,0,87.94,1,0.293
6210,19,12,95.93,5,0.432
6211,17,0,50.87,8,0.151
6212,19,182,79.25,10,0.516
6213,19,134,63.6,2,0.225
6214,18,5,80.47,6,0.333
6215,19,0,52.14,2,0.051
6216,19,30,50.55,6,0.133
6217,18,0,54.23,7,0.157
6218,17,0,88.66,9,0.444
6219,17,0,68.5,2,0.17
6220,20,0,93.03,5,0.403
6221,18,2,61.97,5,0.179
6222,18,0,62.47,2,0.126
6223,19,0,57.5,1,0.072
6224,18,165,94.45,2,0.47
6225,18,165,87.91,8,0.531
6226,19,0,52.41,5,0.108
6227,19,97,89,7,0.475
6228,19,0,89.6,3,0.342
6229,17,190,54.05,2,0.193
6230,18,21,55.67,2,0.091
6231,18,0,83.47,6,0.352
6232,19,61,60.22,4,0.187
6233,17,0,51.16,8,0.153
6234,17,0,85.91,3,0.315
6235,20,138,85.08,5,0.438
6236,19,0,54.18,5,0.121
6237,20,92,58.37,4,0.195
6238,18,16,59.79,10,0.263
6239,20,0,83.67,7,0.371
6240,18,117,64.61,5,0.275
6241,19,0,64.52,4,0.178
6242,17,75,73.66,2,0.258
6243,20,120,64.19,6,0.292
6244,18,0,81.81,4,0.303
6245,20,97,51.73,7,0.204
6246,18,166,79.69,7,0.454
6247,20,0,57.39,2,0.09
6248,18,0,51.37,9,0.173
6249,17,125,67.59,9,0.375
6250,17,0,92.02,7,0.432
6251,19,68,60.95,6,0.234
6252,17,15,59.23,6,0.186
6253,18,121,76.54,7,0.401
6254,19,131,78.44,5,0.385
6255,18,62,79.6,1,0.274
6256,17,0,81.2,6,0.335
6257,19,188,78.94,0,0.336
6258,19,164,57.42,9,0.327
6259,19,33,75.46,9,0.37
6260,20,0,60.68,3,0.132
6261,17,0,74.91,3,0.235
6262,18,0,56.54,8,0.192
6263,17,132,78.43,6,0.404
6264,20,0,89,7,0.41
6265,19,0,95.08,3,0.381
6266,17,166,93.07,7,0.551
6267,19,0,58.97,6,0.174
6268,17,0,72.54,6,0.272
6269,18,0,50.44,7,0.129
6270,19,0,68.95,1,0.155
6271,19,119,76.73,2,0.31
6272,20,19,86.74,10,0.461
6273,19,0,63.81,9,0.263
6274,20,11,70.37,10,0.336
6275,19,37,93.3,6,0.448
6276,17,0,82.82,9,0.401
6277,17,0,78.16,8,0.349
6278,20,0,74.84,10,0.361
6279,17,10,75.61,5,0.283
6280,18,171,65.06,9,0.387
6281,17,0,53.23,10,0.205
6282,18,16,78.96,2,0.257
6283,19,7,93.69,8,0.467
6284,17,46,99.53,1,0.411
6285,18,150,54.77,7,0.262
6286,20,0,60.14,1,0.091
6287,17,85,85.24,7,0.44
6288,17,0,77.83,1,0.22
6289,18,11,93.49,6,0.432
6290,20,0,68,8,0.275
6291,18,87,78.81,6,0.376
6292,19,95,95.4,3,0.448
6293,17,0,83.36,9,0.405
6294,19,31,61.07,3,0.155
6295,17,621,88.74,8,0.73101
6296,19,0,57.32,8,0.198
6297,17,88,55.31,0,0.097
6298,20,0,66.98,2,0.159
6299,18,0,74.55,10,0.359
6300,17,15,84.34,6,0.368
6301,18,0,89.44,0,0.286
6302,17,0,82.08,7,0.36
6303,17,0,87.47,2,0.308
6304,19,0,99.53,3,0.417
6305,18,154,51.36,8,0.258
6306,18,145,93.06,5,0.501
6307,20,0,77.8,10,0.383
6308,17,72,69.5,5,0.28
6309,18,171,58.56,6,0.286
6310,17,0,99.53,6,0.468
6311,18,0,80.51,7,0.348
6312,18,24,81.06,5,0.332
6313,17,22,57.73,3,0.125
6314,17,148,91.09,4,0.47
6315,20,0,74.48,0,0.177
6316,17,53,55.66,9,0.24
6317,20,199,53.45,4,0.231
6318,20,0,99.11,8,0.501
6319,18,80,50.7,4,0.131
6320,18,0,93.52,6,0.424
6321,20,0,56.28,8,0.19
6322,20,0,84.67,5,0.342
6323,17,0,60.79,4,0.151
6324,20,0,76.87,5,0.285
6325,20,0,51.57,6,0.12
6326,17,37,92.22,5,0.422
6327,17,0,62.77,8,0.238
6328,19,0,88.97,7,0.41
6329,17,139,93.76,8,0.556
6330,19,0,73.62,8,0.316
6331,17,0,98.11,8,0.494
6332,19,92,82.23,2,0.332
6333,17,165,60.04,4,0.256
6334,17,37,71.8,7,0.31
6335,17,176,64.42,3,0.277
6336,17,11,86.99,6,0.384
6337,19,0,90.8,4,0.368
6338,17,634,55.6,4,0.572
6339,20,0,60.54,8,0.221
6340,19,0,52.04,1,0.04199
6341,18,36,84.72,9,0.439
6342,20,43,81.65,6,0.367
6343,19,107,61.74,0,0.157
6344,19,385,82.03,0,0.491
6345,17,0,71.87,4,0.231
6346,19,394,84.85,10,0.699
6347,19,195,90.88,0,0.428
6348,20,0,59.14,6,0.175
6349,18,104,82.56,7,0.433
6350,19,0,79.73,2,0.252
6351,18,196,70.04,1,0.295
6352,17,0,67.96,7,0.257
6353,17,0,98.38,8,0.496
6354,20,90,52.45,6,0.187
6355,19,24,83.09,8,0.401
6356,18,0,93.51,6,0.424
6357,19,71,95.96,5,0.472
6358,17,0,85.65,5,0.349
6359,17,0,70.07,5,0.236
6360,19,0,52.75,8,0.165
6361,19,0,82.97,2,0.275
6362,20,174,88.34,8,0.54
6363,20,76,65.56,4,0.236
6364,18,0,72.75,4,0.237
6365,20,116,58,2,0.172
6366,18,0,59.01,7,0.192
6367,20,0,88.87,7,0.409
6368,17,0,62.69,3,0.146
6369,17,0,81,0,0.225
6370,17,81,66.87,5,0.267
6371,20,0,74.22,9,0.339
6372,17,44,79.96,2,0.283
6373,20,591,89.32,8,0.73101
6374,19,34,65.5,2,0.171
6375,17,0,57.89,0,0.057
6376,20,0,69.89,0,0.144
6377,17,19,87.3,9,0.447
6378,17,116,57.63,7,0.26
6379,19,60,51.93,9,0.217
6380,18,89,59.68,9,0.293
6381,18,167,99.45,4,0.544
6382,17,43,62.96,6,0.232
6383,19,19,86.22,9,0.439
6384,17,26,99.53,4,0.452
6385,17,0,71.16,1,0.171
6386,19,634,65.02,6,0.68
6387,18,135,76.98,9,0.45
6388,19,351,95.37,9,0.729
6389,17,180,63.98,10,0.404
6390,19,0,87.39,6,0.38
6391,20,38,69.81,2,0.205
6392,18,0,69.58,9,0.305
6393,18,51,57.13,7,0.213
6394,19,25,78.02,1,0.238
6395,19,0,53.22,1,0.04199
6396,17,0,82.57,0,0.236
6397,19,122,94.22,9,0.566
6398,17,0,64.27,1,0.121
6399,19,0,73.15,10,0.349
6400,20,189,70.3,7,0.401
6401,19,32,86.36,9,0.448
6402,20,197,90.93,3,0.484
6403,18,48,68.36,9,0.329
6404,20,264,84.15,0,0.425
6405,20,36,53.2,6,0.156
6406,20,9,79,8,0.361
6407,19,162,74.83,1,0.307
6408,19,599,52.2,9,0.582
6409,19,8,93.1,3,0.372
6410,20,164,71.81,3,0.323
6411,20,93,91.01,9,0.523
6412,18,557,71.73,6,0.641
6413,17,0,66.29,8,0.263
6414,17,0,72.98,9,0.33
6415,17,180,65.9,9,0.4
6416,17,0,57.37,9,0.216
6417,17,8,77.94,9,0.371
6418,17,27,52.36,8,0.18
6419,20,0,50.75,8,0.15
6420,17,38,74.22,2,0.237
6421,19,118,84.11,2,0.363
6422,18,0,94.51,4,0.395
6423,17,177,63.76,3,0.273
6424,19,0,77.24,0,0.197
6425,20,0,96,6,0.442
6426,20,30,54.61,4,0.126
6427,20,0,65.89,5,0.206
6428,19,47,58.71,6,0.203
6429,19,110,81.24,6,0.409
6430,17,78,99.28,8,0.555
6431,20,0,82.71,8,0.382
6432,19,570,94.24,1,0.723
6433,18,0,85.09,7,0.381
6434,18,0,81.4,1,0.246
6435,19,218,66.73,3,0.322
6436,17,0,85.83,3,0.314
6437,20,0,55.27,6,0.147
6438,18,0,51.24,3,0.063
6439,17,0,84.07,2,0.283
6440,18,140,95.4,9,0.587
6441,20,33,85.59,9,0.444
6442,18,76,61.19,8,0.277
6443,19,119,91.98,9,0.548
6444,20,83,76.29,4,0.319
6445,17,51,58.41,4,0.168
6446,20,0,81.17,0,0.226
6447,18,0,56.04,0,0.043
6448,19,0,61.73,3,0.139
6449,17,172,86.76,5,0.473
6450,17,328,98.26,10,0.73101
6451,20,8,67.55,2,0.169
6452,20,0,59.78,4,0.143
6453,20,6,57.55,5,0.149
6454,19,228,78.26,0,0.358
6455,18,0,50.58,6,0.113
6456,17,94,86.2,3,0.38
6457,18,19,80.06,7,0.358
6458,19,121,84.47,5,0.422
6459,18,474,67.94,10,0.63
6460,18,0,55.3,10,0.22
6461,17,0,98.28,3,0.405
6462,18,57,91.71,6,0.45
6463,17,102,77.16,7,0.393
6464,17,162,59.14,10,0.357
6465,17,0,98.11,0,0.349
6466,19,106,65.75,0,0.185
6467,18,27,94.38,7,0.467
6468,17,0,60.9,4,0.151
6469,19,0,64.34,0,0.104
6470,17,35,66.78,10,0.326
6471,17,0,70.46,4,0.221
6472,17,0,95.31,6,0.437
6473,18,0,96.72,5,0.43
6474,20,96,53.86,1,0.11
6475,17,0,92.03,3,0.359
6476,18,74,69.63,5,0.283
6477,17,166,80.08,4,0.402
6478,18,0,57.85,2,0.093
6479,19,174,55.82,1,0.177
6480,18,0,73.65,5,0.262
6481,19,0,84.78,9,0.415
6482,20,0,95.8,4,0.405
6483,20,165,99.32,3,0.523
6484,19,123,91.33,9,0.546
6485,19,118,91.06,10,0.559
6486,20,0,56.11,5,0.135
6487,20,172,71.27,10,0.451
6488,18,98,85.48,5,0.414
6489,17,0,76.13,1,0.207
6490,17,126,61.16,3,0.22
6491,20,0,60.25,4,0.147
6492,19,181,77.2,3,0.373
6493,18,0,93.61,1,0.334
6494,18,0,63.89,10,0.282
6495,18,114,63.7,6,0.285
6496,20,65,97.44,4,0.46
6497,19,0,63.84,5,0.191
6498,20,0,54.45,9,0.195
6499,18,0,70.2,4,0.219
6500,18,0,85.77,4,0.332
6501,17,179,99.53,3,0.535
6502,20,104,67.9,7,0.327
6503,19,0,50.65,4,0.077
6504,19,100,68.61,10,0.384
6505,18,139,77.66,4,0.367
6506,18,0,61.33,9,0.245
6507,20,0,81.5,10,0.41
6508,18,0,59.23,6,0.175
6509,19,516,98.54,1,0.718
6510,17,186,57.81,6,0.29
6511,18,0,86.34,7,0.39
6512,20,0,87.48,0,0.272
6513,17,0,77.47,0,0.199
6514,17,23,63.23,9,0.274
6515,20,0,70.45,9,0.311
6516,18,0,87.58,1,0.291
6517,18,0,69.94,0,0.144
6518,19,176,70.68,3,0.323
6519,17,0,76.59,0,0.193
6520,17,36,81.68,8,0.399
6521,17,194,90.6,8,0.57
6522,17,90,95,5,0.478
6523,17,0,51.39,0,0.04199
6524,19,194,89.44,0,0.417
6525,18,68,83.69,1,0.308
6526,17,0,97.26,1,0.361
6527,17,141,67.91,3,0.279
6528,18,0,95.72,8,0.477
6529,20,46,55.56,3,0.125
6530,18,23,70.06,5,0.251
6531,17,65,71.13,0,0.197
6532,17,127,52.97,6,0.216
6533,18,0,68.7,2,0.172
6534,17,0,65.33,1,0.129
6535,20,205,92.08,2,0.479
6536,20,634,77.02,1,0.66
6537,18,0,53.37,1,0.042
6538,20,0,71.57,3,0.211
6539,18,128,63.96,8,0.332
6540,17,0,59.9,0,0.071
6541,20,176,73.45,10,0.47
6542,20,0,66.06,6,0.225
6543,18,23,73.7,4,0.26
6544,19,0,72.65,0,0.164
6545,17,0,62.82,9,0.256
6546,19,0,59.47,7,0.195
6547,19,0,81.36,0,0.227
6548,19,90,81.75,2,0.327
6549,19,196,61.18,0,0.213
6550,19,0,55.72,6,0.15
6551,19,250,88.52,5,0.538
6552,20,0,88.94,3,0.337
6553,17,139,77.08,7,0.417
6554,18,0,77.07,1,0.214
6555,18,0,56.98,0,0.05
6556,19,0,92.29,9,0.47
6557,17,166,68.37,3,0.299
6558,18,44,61.37,4,0.184
6559,20,90,71.36,2,0.252
6560,17,17,57.21,7,0.19
6561,19,36,63.21,5,0.21
6562,19,634,70.39,4,0.651
6563,18,0,61.18,1,0.099
6564,17,26,62.86,0,0.11
6565,17,72,74.73,7,0.355
6566,18,129,85.62,10,0.527
6567,17,46,73.52,3,0.256
6568,17,34,99.53,6,0.491
6569,17,0,54.46,8,0.177
6570,17,0,75.58,0,0.185
6571,20,56,70.13,4,0.256
6572,19,634,59.74,10,0.722
6573,17,80,51.21,5,0.153
6574,19,25,50.83,8,0.168
6575,17,155,85.07,1,0.377
6576,18,344,79.72,7,0.574
6577,17,0,81.24,5,0.317
6578,17,0,62.97,6,0.203
6579,17,0,79.73,2,0.252
6580,18,0,66.43,5,0.21
6581,18,0,96.9,5,0.431
6582,18,464,51.42,10,0.504
6583,19,160,98.54,6,0.569
6584,19,249,98.99,4,0.596
6585,19,0,98.26,2,0.386
6586,19,13,92.96,8,0.465
6587,19,99,67.81,4,0.268
6588,18,0,94.35,9,0.485
6589,17,62,62.39,9,0.295
6590,18,0,67.1,6,0.233
6591,17,191,99.53,10,0.671
6592,20,103,61.91,5,0.246
6593,18,128,65.31,0,0.197
6594,20,109,88.56,1,0.371
6595,20,144,89.96,2,0.423
6596,18,11,67.22,7,0.259
6597,20,0,91.09,3,0.352
6598,18,89,77.2,3,0.311
6599,17,81,82.25,5,0.379
6600,17,198,93.87,10,0.633
6601,17,610,71.15,8,0.709
6602,20,0,56.76,10,0.23
6603,18,0,93.14,9,0.476
6604,18,0,78.67,2,0.244
6605,18,149,97.16,4,0.515
6606,18,49,80.13,6,0.36
6607,20,48,54.97,1,0.086
6608,20,0,65.56,2,0.149
6609,17,0,89.32,10,0.467
6610,19,178,64.52,7,0.352
6611,18,0,91.61,7,0.429
6612,17,0,95.92,10,0.515
6613,20,184,72.07,6,0.393
6614,17,105,90.94,0,0.368
6615,17,77,62.09,7,0.266
6616,17,412,71.01,3,0.484
6617,18,13,87.94,2,0.32
6618,19,83,58.96,6,0.229
6619,18,0,66.79,10,0.303
6620,17,270,65.78,0,0.296
6621,17,93,97.75,6,0.518
6622,20,0,74.75,6,0.288
6623,20,0,65.88,6,0.224
6624,20,0,65.76,8,0.259
6625,19,161,68.92,3,0.3
6626,19,0,64.17,5,0.193
6627,20,0,65.06,8,0.254
6628,19,239,71.35,1,0.334
6629,18,0,84.44,0,0.25
6630,18,86,62.04,3,0.199
6631,18,154,79.03,7,0.441
6632,17,104,87.19,1,0.358
6633,17,193,59.86,9,0.364
6634,19,0,85.5,9,0.421
6635,20,96,81.35,1,0.31
6636,17,0,65.51,6,0.221
6637,17,8,79.63,10,0.402
6638,17,0,99.53,8,0.507
6639,20,0,75.72,6,0.295
6640,18,191,91.35,6,0.537
6641,18,108,84.94,6,0.435
6642,17,0,88.42,10,0.46
6643,20,8,54.42,9,0.2
6644,18,127,95.26,10,0.595
6645,20,0,58.39,5,0.151
6646,19,54,65.61,5,0.24
6647,17,9,84.12,7,0.38
6648,20,560,66.71,1,0.516
6649,19,0,72.54,6,0.272
6650,19,195,69.46,8,0.417
6651,17,0,95.16,9,0.491
6652,20,0,66.02,7,0.243
6653,20,12,58.78,4,0.144
6654,18,0,56.83,5,0.14
6655,17,106,54.05,1,0.118
6656,20,0,95.64,1,0.349
6657,20,0,87.1,6,0.378
6658,19,0,80.35,9,0.383
6659,19,69,88.65,10,0.508
6660,17,0,79.46,1,0.232
6661,17,198,94.25,5,0.545
6662,20,260,62.97,2,0.305
6663,18,540,81.75,7,0.721
6664,18,0,90.79,6,0.405
6665,19,19,52.42,10,0.211
6666,17,0,57.58,5,0.145
6667,17,44,90.26,7,0.449
6668,17,0,51.44,9,0.173
6669,18,32,90.64,1,0.334
6670,18,285,79.05,9,0.566
6671,17,234,79.29,3,0.424
6672,18,20,78.14,1,0.236
6673,18,144,88.87,0,0.379
6674,19,0,84.69,6,0.36
6675,19,0,62.12,0,0.088
6676,20,0,88.98,0,0.283
6677,20,0,84.69,0,0.251
6678,18,0,92.51,8,0.453
6679,20,0,91.91,0,0.304
6680,19,0,66.51,3,0.174
6681,17,0,77.96,4,0.275
6682,18,147,87.7,8,0.517
6683,19,0,68.06,8,0.276
6684,20,0,99.14,6,0.465
6685,18,73,80.47,10,0.451
6686,17,0,93.72,6,0.426
6687,17,0,82.29,7,0.361
6688,17,0,53.02,9,0.185
6689,19,192,87.81,4,0.476
6690,19,165,61.84,2,0.233
6691,18,112,89.04,7,0.485
6692,19,0,62.3,5,0.18
6693,20,177,55.7,4,0.233
6694,20,12,84.97,0,0.262
6695,17,127,70.2,7,0.359
6696,19,0,50.87,8,0.151
6697,20,0,95.35,0,0.329
6698,20,252,77.9,4,0.444
6699,18,78,79.79,8,0.414
6700,18,0,68.95,1,0.155
6701,20,0,67.89,8,0.275
6702,17,276,57.65,3,0.295
6703,19,0,54.19,9,0.193
6704,17,188,75.89,9,0.477
6705,20,100,83.05,10,0.488
6706,17,634,78.33,1,0.676
6707,17,0,99.19,5,0.447
6708,18,0,86.34,0,0.263
6709,17,0,92.98,2,0.348
6710,18,0,51.38,7,0.137
6711,18,0,53.35,5,0.115
6712,18,0,55.83,5,0.133
6713,19,0,82.77,6,0.346
6714,19,634,95.56,5,0.73101
6715,20,154,60.11,5,0.267
6716,18,0,93.46,0,0.315
6717,19,0,60.61,1,0.095
6718,19,0,83.83,5,0.336
6719,17,26,52.6,9,0.199
6720,19,0,66.42,5,0.21
6721,20,45,75.81,4,0.29
6722,18,0,79.05,4,0.283
6723,17,0,66.17,1,0.135
6724,18,0,72.61,9,0.327
6725,18,125,54.26,4,0.187
6726,19,70,69.33,0,0.187
6727,20,0,68.13,1,0.149
6728,19,149,51.6,10,0.293
6729,17,0,77.35,8,0.343
6730,18,158,98.2,4,0.529
6731,19,138,76.76,0,0.287
6732,18,108,52.26,1,0.107
6733,19,0,53.45,4,0.097
6734,19,0,88.94,4,0.355
6735,18,0,80.91,7,0.351
6736,19,0,81.58,4,0.301
6737,18,49,91.8,4,0.409
6738,17,0,57.31,2,0.089
6739,18,0,99.53,10,0.541
6740,18,145,81.65,7,0.454
6741,17,3,99.05,9,0.521
6742,20,0,78.45,7,0.333
6743,19,25,91.21,1,0.334
6744,17,114,77.37,9,0.438
6745,20,9,61.93,5,0.183
6746,20,134,95.6,9,0.584
6747,17,0,74.3,3,0.23
6748,17,56,65.48,9,0.313
6749,18,48,93.4,10,0.529
6750,19,0,71.94,5,0.25
6751,19,0,65.67,10,0.295
6752,18,0,88.4,2,0.315
6753,19,150,68.04,8,0.377
6754,17,0,68.22,5,0.223
6755,19,67,93.42,2,0.396
6756,20,0,87,0,0.268
6757,19,178,61.15,8,0.346
6758,18,0,54.75,10,0.216
6759,18,117,71.45,1,0.252
6760,20,155,74.7,6,0.392
6761,17,634,60.89,4,0.58
6762,18,0,99.53,9,0.525
6763,17,136,64.33,2,0.231
6764,20,0,57.28,1,0.071
6765,18,0,55.86,2,0.078
6766,20,0,55.73,1,0.059
6767,19,148,65.58,8,0.358
6768,19,0,58.41,0,0.061
6769,19,589,83.08,3,0.691
6770,17,166,82.29,5,0.437
6771,19,0,55.51,7,0.167
6772,19,115,91.43,8,0.523
6773,20,0,87.97,5,0.366
6774,19,20,70.35,9,0.324
6775,20,0,67.74,8,0.274
6776,20,101,59.61,4,0.21
6777,19,131,72.15,4,0.321
6778,18,85,72.99,6,0.333
6779,17,53,70.01,8,0.326
6780,18,0,57.65,2,0.091
6781,20,145,56.1,0,0.141
6782,17,118,92.42,2,0.423
6783,18,0,57.47,5,0.145
6784,19,199,93.16,5,0.538
6785,17,203,81.77,5,0.458
6786,20,177,83.82,10,0.546
6787,19,57,68.86,5,0.266
6788,17,0,57.39,3,0.108
6789,17,141,71.47,7,0.377
6790,19,168,80.84,0,0.337
6791,20,169,74.85,8,0.439
6792,20,530,94.24,5,0.73101
6793,20,149,55.97,5,0.234
6794,17,115,86.47,5,0.433
6795,19,0,76.78,0,0.194
6796,17,162,79.96,1,0.344
6797,17,0,58.9,5,0.155
6798,19,291,82.52,4,0.504
6799,18,219,76.16,8,0.482
6800,19,39,98.65,2,0.415
6801,20,0,80.9,3,0.278
6802,17,26,76.27,6,0.317
6803,19,133,59.9,5,0.252
6804,20,95,57.92,9,0.284
6805,18,0,73.19,2,0.204
6806,19,14,85,7,0.39
6807,18,150,56.04,1,0.163
6808,20,13,94.78,8,0.479
6809,17,0,92.55,0,0.309
6810,20,87,50.71,8,0.209
6811,20,0,89.37,8,0.431
6812,20,0,96.58,0,0.338
6813,18,0,80.84,0,0.223
6814,19,51,84.06,5,0.372
6815,18,0,59.16,2,0.102
6816,18,0,76.46,3,0.246
6817,20,0,72.34,6,0.271
6818,19,0,65.35,7,0.238
6819,19,63,74.17,4,0.29
6820,17,634,51.08,8,0.594
6821,20,5,62.09,6,0.2
6822,19,45,67,2,0.19
6823,20,173,59.19,1,0.201
6824,17,0,57.73,10,0.237
6825,19,0,77.22,0,0.197
6826,19,194,97.38,9,0.638
6827,19,100,76.88,10,0.444
6828,17,192,87.37,8,0.545
6829,18,0,67.28,7,0.252
6830,18,142,98.87,9,0.613
6831,19,0,67.76,5,0.219
6832,17,109,97.02,0,0.414
6833,18,209,93.33,7,0.582
6834,19,161,91.95,3,0.467
6835,17,178,97.85,3,0.521
6836,20,0,93.49,0,0.315
6837,19,83,96.55,10,0.575
6838,17,20,74.72,10,0.374
6839,17,139,61.55,4,0.25
6840,20,8,82.94,4,0.317
6841,18,169,72.97,5,0.371
6842,20,142,54.3,10,0.308
6843,18,105,93.71,10,0.569
6844,18,0,50.44,6,0.108
6845,18,164,65.65,3,0.278
6846,19,162,51.48,9,0.283
6847,17,0,69.09,0,0.138
6848,18,2,55.08,2,0.074
6849,18,0,87.35,7,0.398
6850,17,0,84.38,1,0.267
6851,18,0,51.13,8,0.153
6852,19,0,57.82,1,0.074
6853,19,507,57.05,2,0.428
6854,17,108,89.55,8,0.505
6855,20,0,79.66,8,0.36
6856,20,0,74.67,4,0.251
6857,19,0,94.56,4,0.396
6858,20,76,62.97,2,0.181
6859,18,79,64.13,7,0.282
6860,20,0,89.8,7,0.416
6861,19,170,52.02,9,0.292
6862,19,0,84.94,2,0.29
6863,17,0,77.25,6,0.306
6864,19,182,73.28,9,0.454
6865,20,453,52,7,0.446
6866,20,0,58.65,0,0.062
6867,18,139,66.96,9,0.38
6868,17,97,81.95,3,0.351
6869,19,196,60.4,8,0.352
6870,17,143,99.53,3,0.513
6871,17,0,96.49,0,0.337
6872,19,0,88.42,10,0.46
6873,20,0,84.55,5,0.341
6874,18,70,88.39,5,0.416
6875,18,0,86.02,10,0.443
6876,18,258,73.69,6,0.454
6877,18,28,55.22,8,0.202
6878,17,0,58.67,9,0.226
6879,19,21,92.69,7,0.451
6880,19,0,95.62,8,0.476
6881,18,0,72.27,2,0.198
6882,18,223,85.72,4,0.482
6883,20,0,88.69,1,0.299
6884,17,134,79.39,4,0.376
6885,17,540,54.27,8,0.539
6886,17,22,51.73,9,0.19
6887,20,84,60.45,7,0.259
6888,18,0,63.74,8,0.245
6889,17,0,59.08,2,0.102
6890,20,0,72.36,1,0.18
6891,17,0,78.84,10,0.39
6892,18,137,57.92,8,0.295
6893,17,0,83.08,10,0.421
6894,19,57,89.4,2,0.36
6895,19,151,98.63,2,0.491
6896,20,0,89.25,8,0.43
6897,18,15,85.8,3,0.324
6898,18,0,55.5,6,0.148
6899,20,0,86.4,3,0.318
6900,20,362,84.32,7,0.62
6901,17,128,70.78,0,0.237
6902,19,0,98.76,6,0.463
6903,20,0,62.06,4,0.16
6904,19,163,90.31,3,0.456
6905,19,59,81.4,3,0.322
6906,17,0,66.13,9,0.28
6907,17,167,95.2,6,0.549
6908,17,0,64.1,10,0.283
6909,17,0,55.99,2,0.079
6910,20,0,96.41,7,0.464
6911,19,0,68.64,1,0.153
6912,20,0,62.43,2,0.126
6913,18,0,63.75,6,0.208
6914,20,14,56.79,3,0.113
6915,17,89,88.13,7,0.463
6916,20,0,63.89,0,0.1
6917,17,0,50.66,4,0.077
6918,17,0,99.53,4,0.434
6919,17,127,85.31,7,0.469
6920,20,0,51.74,9,0.176
6921,18,78,98.3,4,0.475
6922,18,0,94.77,7,0.452
6923,18,124,79.02,4,0.366
6924,20,0,76.5,3,0.246
6925,18,33,71.28,2,0.213
6926,17,159,82.45,0,0.342
6927,18,0,53.72,0,0.04199
6928,18,186,96.1,3,0.514
6929,19,0,50.78,4,0.078
6930,20,0,52.61,0,0.04199
6931,17,0,92.49,4,0.381
6932,20,151,83.72,8,0.491
6933,17,0,71.81,10,0.339
6934,19,0,61.16,10,0.262
6935,18,0,77.4,2,0.235
6936,18,181,84.82,2,0.411
6937,18,107,57.69,7,0.255
6938,18,35,91.65,3,0.38
6939,20,103,53.67,0,0.096
6940,20,9,90.79,6,0.411
6941,20,190,81.89,7,0.486
6942,18,467,61.53,1,0.416
6943,19,0,68.91,10,0.318
6944,18,0,80.21,7,0.346
6945,20,53,62.61,0,0.127
6946,19,0,66.63,5,0.211
6947,18,75,87.67,8,0.469
6948,18,25,52.55,10,0.216
6949,18,630,84.27,0,0.673
6950,19,76,67.54,1,0.196
6951,19,276,62.54,4,0.349
6952,18,362,64.73,0,0.35
6953,20,0,94.73,1,0.342
6954,20,27,93.06,1,0.349
6955,18,161,75.29,6,0.4
6956,20,0,61.44,5,0.173
6957,17,41,94.38,5,0.44
6958,20,0,62.09,6,0.196
6959,18,0,74.27,4,0.248
6960,19,0,74.28,4,0.248
6961,18,0,80.37,3,0.275
6962,18,350,82.09,6,0.577
6963,18,11,84.27,2,0.292
6964,19,131,87.69,9,0.525
6965,17,600,65.26,6,0.623
6966,20,119,91.9,9,0.547
6967,20,0,80.08,9,0.381
6968,19,0,99.02,1,0.374
6969,19,0,77.79,3,0.256
6970,19,124,90.69,4,0.451
6971,17,90,55.08,6,0.206
6972,19,634,51.98,1,0.49
6973,17,0,59.53,5,0.16
6974,19,0,62.28,3,0.143
6975,18,0,92.44,7,0.435
6976,19,0,63.17,7,0.222
6977,20,0,56.44,10,0.228
6978,17,0,54.56,5,0.123
6979,19,0,55.35,5,0.129
6980,18,159,82.94,0,0.346
6981,18,45,68.56,9,0.328
6982,19,23,59.41,1,0.102
6983,20,423,51.76,0,0.297
6984,17,0,97.33,6,0.452
6985,20,0,57.02,7,0.178
6986,20,150,77.09,1,0.315
6987,19,117,76.71,8,0.417
6988,19,0,70.44,8,0.293
6989,18,0,81.17,7,0.353
6990,17,125,67.21,8,0.354
6991,19,0,56.13,5,0.135
6992,20,110,64.99,3,0.237
6993,17,189,98.9,10,0.663
6994,19,58,84.3,9,0.451
6995,19,57,65.66,2,0.188
6996,20,132,57.91,2,0.182
6997,18,34,82.28,4,0.329
6998,18,154,68.12,9,0.398
6999,18,0,61.98,0,0.087
7000,20,58,71.97,6,0.307
7001,20,135,63.56,10,0.37
7002,18,48,65.4,1,0.162
