student_id,age,entrance_score,board_percentage,extracurricular_score,admission_probability,Topsis Score,Rank
6969.0,19,0,77.79,3,0.256,0.15453793473698912,20516
6970.0,19,124,90.69,4,0.451,0.30772073963963753,6828
6971.0,17,90,55.08,6,0.206,0.2350115299695927,13890
6972.0,19,634,51.98,1,0.49,0.7209752685091414,626
6973.0,17,0,59.53,5,0.16,0.1600747766983767,20142
6974.0,19,0,62.28,3,0.143,0.11119539528197134,22671
6975.0,18,0,92.44,7,0.435,0.27458936999373706,10003
6976.0,19,0,63.17,7,0.222,0.21720031116194544,15541
6977.0,20,0,56.44,10,0.228,0.2757694066791301,9902
6978.0,17,0,54.56,5,0.123,0.1531522970561333,20598
6979.0,19,0,55.35,5,0.129,0.1551544435488624,20477
6980.0,18,159,82.94,0,0.346,0.2741308387437028,10041
6981.0,18,45,68.56,9,0.328,0.292185052670583,8230
6982.0,19,23,59.41,1,0.102,0.0631184501345091,24223
6983.0,20,423,51.76,0,0.297,0.5361126937742965,1113
6984.0,17,0,97.33,6,0.452,0.2673020868939138,10768
6985.0,20,0,57.02,7,0.178,0.20953528814300135,16185
6986.0,20,150,77.09,1,0.315,0.25956022575052806,11556
6987.0,19,117,76.71,8,0.417,0.341133677649315,4484
6988.0,19,0,70.44,8,0.293,0.25176507608419657,12355
6989.0,18,0,81.17,7,0.353,0.2501997041981337,12540
6990.0,17,125,67.21,8,0.354,0.33028722590133147,5163
6991.0,19,0,56.13,5,0.135,0.15617482331673907,20399
6992.0,20,110,64.99,3,0.237,0.21119957066267625,16049
6993.0,17,189,98.9,10,0.663,0.47727042917958323,1357
6994.0,19,58,84.3,9,0.451,0.32845713156485024,5262
6995.0,19,57,65.66,2,0.188,0.13415773807069278,21677
6996.0,20,132,57.91,2,0.182,0.20771853021619707,16361
6997.0,18,34,82.28,4,0.329,0.20657131521506975,16462
6998.0,18,154,68.12,9,0.398,0.3779784510097764,3083
6999.0,18,0,61.98,0,0.087,0.038601461273689595,24647
7000.0,20,58,71.97,6,0.307,0.24249417185506805,13251
7001.0,20,135,63.56,10,0.37,0.37133657414962545,3296
7002.0,18,48,65.4,1,0.162,0.10446349624171485,22955
7003.0,20,0,63.09,5,0.185,0.16803412681790098,19630
7004.0,19,0,81.33,9,0.39,0.29092437827878564,8341
7005.0,18,0,92.09,7,0.432,0.2737092193795929,10094
7006.0,17,512,78.11,4,0.621,0.7409937027212475,550
7007.0,19,172,92.06,0,0.421,0.31233380775803216,6467
7008.0,19,0,82.49,0,0.235,0.12347280253495868,22212
7009.0,20,0,79.22,6,0.321,0.22572739387558374,14807
7010.0,19,0,98.13,4,0.422,0.23488256818690328,13905
7011.0,17,138,89.01,9,0.539,0.3998044856847394,2429
7012.0,19,128,59.46,4,0.227,0.23880296328622394,13566
7013.0,19,0,79.55,2,0.25,0.1399119080490777,21385
7014.0,18,0,56.03,7,0.17,0.2069549536560931,16426
7015.0,18,0,50.44,4,0.073,0.12162435472690805,22319
7016.0,20,196,71.09,3,0.339,0.3297822662991385,5192
7017.0,19,0,63.38,9,0.26,0.26274042891973903,11233
7018.0,19,0,96.11,8,0.48,0.3007938784182583,7474
7019.0,18,101,94.21,8,0.534,0.3620505394402177,3635
7020.0,18,76,82.99,10,0.472,0.3559164621584118,3887
7021.0,19,0,51.45,4,0.083,0.12356565764552059,22204
7022.0,20,149,55.41,2,0.175,0.22571458742392472,14809
7023.0,19,0,62.84,4,0.165,0.1397810134497595,21395
7024.0,19,0,82.46,0,0.235,0.12343567172297817,22214
7025.0,17,84,77.28,10,0.436,0.3517796919951891,4058
7026.0,20,12,54.24,8,0.184,0.23434868656119504,13945
7027.0,17,0,86.15,1,0.28,0.14696385939639528,21022
7028.0,20,120,52.21,4,0.169,0.21863928791310247,15403
7029.0,18,0,85.98,1,0.279,0.1467162393744044,21036
7030.0,20,0,97.28,6,0.452,0.26832831005494334,10679
7031.0,20,75,68.73,6,0.295,0.24868026142938215,12693
7032.0,20,0,91.41,6,0.409,0.2541184067127949,12108
7033.0,20,0,99.15,6,0.465,0.2726783667073324,10200
7034.0,19,0,54.95,4,0.108,0.12699056049741772,22012
7035.0,20,0,54.64,8,0.178,0.23032456851336783,14342
7036.0,17,0,75.0,9,0.344,0.27969398431017084,9484
7037.0,17,1,98.52,1,0.371,0.19181562421423293,17667
7038.0,19,0,83.11,9,0.403,0.2940679288576226,8064
7039.0,20,0,61.21,6,0.19,0.19055591244672304,17763
7040.0,20,0,65.99,9,0.279,0.2668901531340866,10810
7041.0,19,0,52.22,6,0.125,0.17832035295871854,18834
7042.0,19,0,59.38,4,0.14,0.1334021952648487,21712
7043.0,19,69,89.19,8,0.476,0.32748499768873557,5314
7044.0,20,520,99.28,8,0.73101,0.8353061876998102,240
7045.0,20,276,96.13,0,0.52,0.44156162021169676,1654
7046.0,17,0,64.06,7,0.229,0.21801161804047003,15456
7047.0,19,183,96.37,2,0.496,0.3572750151438983,3834
7048.0,18,0,60.48,1,0.094,0.0500327639009489,24426
7049.0,20,65,61.16,5,0.215,0.20195131103147992,16892
7050.0,19,0,56.43,3,0.101,0.10024838112308915,23091
7051.0,20,0,85.5,2,0.294,0.16205469983041254,20018
7052.0,18,176,62.69,4,0.283,0.3023715446548621,7324
7053.0,19,60,73.76,5,0.303,0.22475171675450903,14893
7054.0,17,16,66.21,9,0.291,0.2729517635633171,10167
7055.0,20,0,56.14,3,0.099,0.10198965794637124,23025
7056.0,17,188,59.31,4,0.266,0.31086371186040795,6565
7057.0,18,0,57.94,2,0.094,0.07170089650548088,23951
7058.0,20,0,61.23,6,0.19,0.19056135478809824,17762
7059.0,20,83,67.23,6,0.289,0.25212440718596196,12308
7060.0,18,165,75.4,9,0.458,0.4012678678296117,2404
7061.0,18,625,60.83,5,0.59,0.814572004463273,302
7062.0,17,147,82.85,8,0.482,0.3804980222856584,3006
7063.0,20,76,62.97,4,0.218,0.1916111580421321,17683
7064.0,17,11,60.02,3,0.134,0.10851565024247095,22780
7065.0,17,0,94.63,7,0.451,0.27928838085924124,9530
7066.0,18,165,61.83,2,0.233,0.2563695065064771,11881
7067.0,17,74,65.17,10,0.341,0.3253280527711764,5452
7068.0,17,182,73.86,8,0.441,0.39954154010308557,2439
7069.0,19,0,94.85,3,0.38,0.20828997718977618,16315
7070.0,19,0,91.59,3,0.356,0.19798973597713349,17195
7071.0,18,39,61.36,6,0.217,0.20742787147441266,16385
7072.0,20,0,50.52,6,0.112,0.17772091649075253,18890
7073.0,19,0,69.27,6,0.248,0.20374532904667647,16711
7074.0,17,0,68.79,2,0.172,0.1015032247863678,23039
7075.0,19,0,60.37,9,0.238,0.2587976598876823,11636
7076.0,19,16,77.82,4,0.285,0.18401156076088931,18328
7077.0,20,0,95.8,5,0.423,0.24662072666281035,12892
7078.0,17,169,52.52,3,0.186,0.2599527425970081,11518
7079.0,17,0,88.07,3,0.33,0.18590831056671583,18164
7080.0,18,20,56.2,1,0.076,0.04939874952773949,24440
7081.0,18,186,92.41,1,0.451,0.3390957277052324,4602
7082.0,20,0,88.14,7,0.404,0.2660972759363929,10898
7083.0,19,146,80.32,4,0.391,0.3054813324704989,7024
7084.0,19,135,93.41,7,0.533,0.37430927193216007,3198
7085.0,19,0,85.66,7,0.386,0.2601967384878797,11491
7086.0,20,0,94.87,0,0.325,0.1705406875324231,19452
7087.0,18,66,79.73,6,0.369,0.2650344296795059,10993
7088.0,17,170,59.46,7,0.31,0.3431535327382455,4406
7089.0,17,53,74.27,10,0.393,0.32589283875535363,5411
7090.0,18,95,62.88,7,0.284,0.27522466327048073,9947
7091.0,19,129,96.32,6,0.532,0.35882516857361796,3766
7092.0,18,0,65.35,8,0.256,0.24326082318724992,13182
7093.0,18,27,79.58,8,0.378,0.28098201085059094,9339
7094.0,18,0,70.67,2,0.186,0.10835491770059284,22788
7095.0,20,78,54.45,7,0.211,0.2489977035252805,12663
7096.0,20,0,61.09,4,0.153,0.1380043823377523,21494
7097.0,17,221,57.97,2,0.243,0.3234103442025468,5620
7098.0,17,0,70.51,5,0.239,0.18116306924350373,18557
7099.0,17,0,73.7,0,0.172,0.08701014706479666,23552
7100.0,20,199,63.56,0,0.232,0.28506785494516645,8929
7101.0,18,176,94.45,4,0.513,0.3716936478630431,3284
7102.0,20,195,54.32,6,0.271,0.3461916019115071,4283
7103.0,19,173,71.59,8,0.418,0.3863220415835039,2816
7104.0,19,0,52.93,0,0.04199,0.021400409674916503,24889
7105.0,18,146,83.89,4,0.417,0.31373017162765643,6372
7106.0,18,0,67.58,6,0.236,0.20003188712586184,17032
7107.0,17,61,92.25,6,0.456,0.29115900637169945,8318
7108.0,19,0,86.95,10,0.449,0.31878091973518335,5990
7109.0,18,0,67.83,9,0.292,0.2686464577060594,10646
7110.0,18,0,97.6,1,0.363,0.18822755251829132,17942
7111.0,17,0,78.9,8,0.355,0.2663643129868112,10865
7112.0,20,0,67.45,2,0.163,0.10138281427255157,23052
7113.0,20,34,69.48,3,0.218,0.14906158752816975,20922
7114.0,18,192,84.64,10,0.562,0.45863296111186125,1474
7115.0,19,0,72.23,9,0.324,0.2757315710234661,9906
7116.0,20,24,82.4,1,0.269,0.14799445919537405,20966
7117.0,19,0,63.35,6,0.205,0.19299517193981255,17583
7118.0,19,0,60.73,4,0.15,0.1358092733778346,21596
7119.0,18,0,79.9,4,0.289,0.1817894237868044,18495
7120.0,19,0,66.21,5,0.208,0.17296743057897976,19266
7121.0,19,88,92.17,10,0.547,0.3807111481442176,2999
7122.0,19,0,92.78,5,0.401,0.23801823337895037,13638
7123.0,19,35,66.55,2,0.18,0.11670534113245488,22486
7124.0,19,0,54.21,8,0.175,0.22922704103940988,14452
7125.0,17,355,69.12,1,0.396,0.5005425526500297,1248
7126.0,20,0,57.44,3,0.108,0.10387150298340872,22966
7127.0,20,66,95.69,5,0.467,0.28689744451893057,8725
7128.0,17,0,88.09,1,0.294,0.15411010044064033,20548
7129.0,18,99,61.6,0,0.15,0.1478344802341404,20979
7130.0,20,611,78.14,3,0.67,0.7898477688785026,378
7131.0,18,67,65.19,4,0.228,0.18646988698297415,18108
7132.0,20,0,91.23,2,0.335,0.1813119856123345,18541
7133.0,20,634,99.53,5,0.73101,0.8539691803296554,178
7134.0,20,98,81.93,6,0.406,0.2976107886877376,7763
7135.0,17,72,58.76,2,0.148,0.13208334751092085,21777
7136.0,18,0,58.8,7,0.191,0.2105686132338587,16104
7137.0,19,115,78.23,0,0.282,0.2099477493560195,16153
7138.0,20,577,83.42,5,0.721,0.8262751911959031,264
7139.0,17,187,97.74,7,0.599,0.4340091075772058,1758
7140.0,18,0,64.86,10,0.289,0.28505670430583013,8932
7141.0,17,43,61.58,5,0.203,0.18451755162985345,18278
7142.0,20,192,81.84,3,0.414,0.3479854913094858,4216
7143.0,20,132,80.23,6,0.417,0.3261908561608546,5387
7144.0,17,160,77.93,5,0.401,0.3320757155259341,5062
7145.0,17,20,85.19,7,0.396,0.268350170497982,10672
7146.0,18,27,77.04,1,0.232,0.1274407260585938,21990
7147.0,20,0,51.77,8,0.158,0.22753804619939375,14609
7148.0,18,17,63.79,1,0.129,0.07019366488807866,23992
7149.0,18,42,94.4,8,0.495,0.3196787824747598,5932
7150.0,18,0,84.0,0,0.246,0.12835018052320132,21956
7151.0,19,156,85.27,7,0.488,0.3781808511783541,3075
7152.0,18,61,74.57,8,0.364,0.29220378264240054,8229
7153.0,17,102,71.71,8,0.371,0.3181232864160268,6042
7154.0,20,108,90.33,6,0.474,0.3261456090098248,5392
7155.0,18,0,96.66,0,0.338,0.1752201967623655,19112
7156.0,18,39,56.9,9,0.239,0.2717062790689568,10317
7157.0,19,135,56.69,8,0.284,0.3225807970652387,5691
7158.0,19,0,52.44,1,0.04199,0.03815684044522588,24659
7159.0,17,0,60.18,1,0.092,0.04807976157342368,24466
7160.0,17,0,90.76,7,0.423,0.2707635827500676,10421
7161.0,17,115,77.93,2,0.316,0.23130773864921728,14248
7162.0,20,0,71.16,4,0.226,0.16022256895691886,20128
7163.0,19,0,74.93,4,0.253,0.1687714716353984,19586
7164.0,20,0,93.71,9,0.48,0.3137368385932161,6371
7165.0,19,0,90.83,6,0.405,0.252191867499108,12296
7166.0,18,1,88.51,1,0.298,0.15644907927001542,20379
7167.0,19,165,59.83,1,0.2,0.24168953553833636,13312
7168.0,19,9,83.52,7,0.376,0.25960997239333666,11552
7169.0,18,543,66.05,9,0.645,0.8416539615704625,216
7170.0,20,145,73.52,9,0.431,0.37937562841213696,3039
7171.0,20,0,57.19,5,0.143,0.1588133160822185,20224
7172.0,20,74,74.44,3,0.281,0.19690028800635442,17273
7173.0,20,0,96.98,2,0.377,0.2004663414944686,17004
7174.0,18,164,83.54,3,0.408,0.3176672814080683,6082
7175.0,17,107,51.47,8,0.227,0.2893266659921047,8504
7176.0,18,157,92.42,10,0.595,0.4377294736442032,1699
7177.0,19,159,83.21,10,0.529,0.4246662969454846,1908
7178.0,20,0,71.52,7,0.283,0.23216476727835797,14161
7179.0,18,0,71.82,5,0.249,0.1844870365983128,18283
7180.0,18,0,88.34,6,0.387,0.24584196170699735,12966
7181.0,18,134,63.33,2,0.223,0.21899999578679724,15375
7182.0,20,0,69.56,6,0.251,0.20532672910766958,16576
7183.0,17,92,89.01,3,0.399,0.25473295191019485,12046
7184.0,18,0,94.1,0,0.32,0.16628899779600467,19744
7185.0,17,29,92.08,1,0.343,0.1842318162611686,18303
7186.0,20,0,79.63,9,0.378,0.2884977835392725,8583
7187.0,18,0,92.52,1,0.326,0.17037191497575974,19468
7188.0,17,186,85.59,2,0.42,0.3348399812791269,4886
7189.0,18,66,91.4,1,0.363,0.210134907738698,16138
7190.0,17,198,63.71,10,0.414,0.4310026609041729,1807
7191.0,18,0,53.3,6,0.132,0.17867831502337694,18797
7192.0,20,0,98.52,5,0.443,0.2538138545834575,12145
7193.0,19,109,86.57,4,0.411,0.28199955343448896,9228
7194.0,20,195,93.2,4,0.517,0.39113684182468794,2662
7195.0,19,132,82.15,4,0.394,0.29431109497626373,8046
7196.0,20,175,68.04,9,0.412,0.39948348685504936,2441
7197.0,18,0,74.17,2,0.211,0.12022031036167699,22369
7198.0,20,18,85.11,9,0.43,0.306810080851044,6917
7199.0,17,127,81.06,9,0.474,0.37558159223291676,3155
7200.0,18,0,51.25,1,0.04199,0.03368232536438087,24746
7201.0,19,148,82.86,4,0.41,0.31362392699549074,6381
7202.0,18,175,71.48,10,0.455,0.42053760035634424,1987
7203.0,18,196,90.08,0,0.423,0.3351652335296629,4867
7204.0,17,0,92.11,0,0.305,0.1586113440609834,20242
7205.0,17,182,83.54,0,0.366,0.3031175814882759,7246
7206.0,19,103,69.9,2,0.25,0.19671880099613323,17283
7207.0,20,115,88.91,4,0.432,0.29468855428369684,8017
7208.0,17,298,97.33,5,0.635,0.5330192714158218,1127
7209.0,18,26,60.03,6,0.199,0.19807244547514502,17187
7210.0,20,0,91.12,0,0.298,0.15721971049062322,20332
7211.0,20,0,52.14,4,0.088,0.12574520412915688,22073
7212.0,17,0,62.13,6,0.197,0.19035766101691123,17779
7213.0,19,90,94.78,0,0.385,0.23298014616523793,14083
7214.0,17,0,53.13,6,0.131,0.17829317941844475,18839
7215.0,17,0,54.88,7,0.162,0.20547330388062837,16557
7216.0,17,35,61.25,0,0.105,0.0640999668206748,24191
7217.0,19,0,77.52,5,0.29,0.1985443276867328,17157
7218.0,17,0,77.87,0,0.202,0.10394670915724832,22964
7219.0,18,112,72.8,10,0.422,0.36601524264101953,3486
7220.0,17,0,97.18,9,0.506,0.3195432609639796,5941
7221.0,18,137,53.51,7,0.244,0.2990727051000686,7640
7222.0,19,0,95.79,5,0.423,0.2459995650690089,12952
7223.0,18,6,51.14,3,0.066,0.09450880511970608,23332
7224.0,18,127,52.99,9,0.27,0.32936963900085126,5211
7225.0,19,0,54.18,5,0.121,0.15386561024940243,20562
7226.0,19,0,90.91,10,0.478,0.32546417904138575,5439
7227.0,17,0,77.07,3,0.251,0.151291576320663,20763
7228.0,20,0,78.06,4,0.276,0.17841265368883702,18828
7229.0,20,176,73.89,3,0.346,0.31074224875309436,6577
7230.0,19,83,76.61,2,0.285,0.19331549941841883,17557
7231.0,19,276,55.05,1,0.24,0.37992481889833574,3019
7232.0,19,0,94.51,1,0.341,0.17823300201910763,18843
7233.0,18,22,79.06,7,0.352,0.2561836897426913,11901
7234.0,18,9,71.34,4,0.233,0.16225516331140402,20005
7235.0,18,44,74.01,4,0.276,0.19011079543194087,17798
7236.0,17,0,99.06,1,0.374,0.1931420298642176,17571
7237.0,20,179,85.42,8,0.522,0.41835100186072144,2022
7238.0,18,634,87.26,0,0.73101,0.7402557310765291,554
7239.0,18,0,93.62,1,0.334,0.17428724384404334,19187
7240.0,20,0,96.81,0,0.339,0.17731395721160315,18931
7241.0,19,0,58.73,8,0.208,0.23448565234036836,13931
7242.0,19,0,95.08,0,0.327,0.1704097080963502,19462
7243.0,17,38,94.66,8,0.495,0.31777137539599876,6077
7244.0,18,6,94.11,8,0.469,0.29918590643387655,7633
7245.0,19,0,78.99,0,0.21,0.10997479845528604,22721
7246.0,18,137,56.63,9,0.303,0.3435012538102001,4397
7247.0,17,0,83.72,3,0.299,0.1722289859150914,19323
7248.0,20,0,87.49,6,0.381,0.24488281849464183,13044
7249.0,18,0,52.36,2,0.053,0.06403720753908074,24192
7250.0,19,249,91.77,4,0.543,0.451440782937032,1551
7251.0,18,78,86.88,2,0.356,0.21959323838943307,15321
7252.0,19,0,56.95,5,0.141,0.15726136426616075,20327
7253.0,20,0,65.7,5,0.204,0.1729520348172015,19268
7254.0,20,0,83.68,4,0.317,0.1941949541061171,17492
7255.0,17,0,50.44,7,0.128,0.20088566209382624,16973
7256.0,19,0,83.92,4,0.318,0.19375705190376688,17526
7257.0,20,122,73.59,9,0.416,0.3586217495144374,3777
7258.0,19,0,85.84,0,0.26,0.13652323136844258,21565
7259.0,17,173,96.47,8,0.599,0.4317145458961717,1799
7260.0,17,8,97.8,4,0.425,0.23713458062092976,13704
7261.0,17,175,81.35,4,0.418,0.34059638654571034,4506
7262.0,17,84,99.24,2,0.45,0.2631438261946667,11190
7263.0,20,0,66.42,5,0.21,0.17454561531186058,19162
7264.0,20,184,96.89,4,0.537,0.386978511557742,2787
7265.0,19,162,72.71,7,0.401,0.3594081773631214,3746
7266.0,19,28,94.05,10,0.52,0.34516761617795233,4331
7267.0,20,0,82.14,7,0.36,0.2531949857802924,12197
7268.0,18,123,88.61,7,0.49,0.3526808796757798,4016
7269.0,18,56,82.13,1,0.289,0.16965169736834018,19515
7270.0,19,185,94.7,3,0.503,0.36864642644873613,3379
7271.0,18,192,93.9,3,0.502,0.37450458043449564,3188
7272.0,17,192,58.44,7,0.317,0.36593274095049527,3492
7273.0,19,51,76.41,7,0.353,0.26853910713774554,10651
7274.0,20,165,73.69,8,0.428,0.38227775836721256,2953
7275.0,17,0,60.83,2,0.115,0.07777168678837088,23786
7276.0,17,0,61.99,9,0.25,0.26038771600737753,11465
7277.0,18,32,99.45,4,0.453,0.255455148121746,11976
7278.0,20,0,91.06,2,0.334,0.18081842866491732,18587
7279.0,19,522,69.6,7,0.62,0.7974352833655517,359
7280.0,19,22,60.22,1,0.107,0.06457120924841286,24170
7281.0,19,21,66.99,3,0.192,0.13248948499141097,21760
7282.0,18,187,66.07,6,0.351,0.356481165640232,3865
7283.0,19,229,92.52,1,0.481,0.390373908515946,2685
7284.0,17,0,66.02,7,0.243,0.22114807264926276,15188
7285.0,17,40,79.53,3,0.295,0.18144340160318118,18530
7286.0,20,127,94.61,6,0.518,0.3534919580967333,3977
7287.0,19,155,81.04,8,0.475,0.3855823568250265,2838
7288.0,17,0,97.84,1,0.365,0.18891261969322362,17884
7289.0,18,0,51.68,3,0.066,0.0936375945135779,23372
7290.0,17,75,97.84,0,0.397,0.2284475941284042,14521
7291.0,19,161,97.52,5,0.544,0.37776885124150494,3091
7292.0,20,0,75.47,6,0.293,0.2172882144320806,15534
7293.0,18,0,93.7,2,0.353,0.18809155348718593,17957
7294.0,18,0,96.46,6,0.446,0.2654497519572984,10954
7295.0,17,0,96.42,6,0.446,0.26525292336720474,10971
7296.0,18,0,83.95,5,0.337,0.214409962208152,15781
7297.0,18,157,95.41,2,0.471,0.32543190337128225,5445
7298.0,17,66,59.46,4,0.185,0.17285649894587846,19275
7299.0,18,0,77.56,8,0.345,0.26399367360229625,11093
7300.0,20,88,95.46,10,0.57,0.3865307237093161,2812
7301.0,20,64,99.53,8,0.551,0.34628918016032656,4281
7302.0,18,140,93.27,2,0.444,0.30132644664146474,7419
7303.0,20,0,51.85,6,0.122,0.17891411155502912,18778
7304.0,17,165,99.53,1,0.492,0.33353401401765587,4964
7305.0,20,510,89.42,3,0.684,0.7330141119457085,585
7306.0,18,0,98.18,1,0.368,0.1904860890754112,17767
7307.0,19,78,86.08,6,0.423,0.2899228424526978,8439
7308.0,17,152,56.38,6,0.257,0.29907992297945185,7639
7309.0,20,0,91.03,5,0.388,0.23399331739571722,13985
7310.0,18,182,75.74,9,0.472,0.4190415935512806,2010
7311.0,20,69,65.88,4,0.234,0.19155848206864776,17688
7312.0,17,0,52.3,4,0.089,0.12289245524205798,22252
7313.0,19,181,59.93,9,0.357,0.3918813994835937,2636
7314.0,17,0,58.62,9,0.226,0.2562285603796623,11898
7315.0,20,0,50.62,6,0.113,0.1778321219228264,18880
7316.0,18,36,74.54,8,0.347,0.27632049151710336,9836
7317.0,19,634,59.53,7,0.632,0.861607149357327,166
7318.0,20,0,67.47,1,0.145,0.08034517738681993,23729
7319.0,19,0,86.72,1,0.284,0.15011334529999207,20850
7320.0,17,145,58.71,4,0.233,0.2567279689035731,11844
7321.0,17,117,65.08,9,0.351,0.3388429593651324,4621
7322.0,17,0,65.66,6,0.222,0.19626247861749727,17323
7323.0,20,79,80.87,0,0.277,0.17897202873310322,18771
7324.0,20,148,97.62,9,0.608,0.4248402299236036,1905
7325.0,18,0,91.7,7,0.429,0.2728098715323933,10182
7326.0,20,0,58.54,4,0.134,0.13355196293845994,21707
7327.0,17,194,79.56,6,0.454,0.3909965556183774,2666
7328.0,19,175,83.5,8,0.506,0.4104273924698737,2182
7329.0,18,0,63.56,4,0.171,0.14054977499949273,21349
7330.0,17,0,50.44,10,0.181,0.2685268925686613,10653
7331.0,18,199,76.74,6,0.437,0.39142490011426156,2650
7332.0,18,198,93.76,7,0.578,0.43864313902094754,1687
7333.0,18,0,54.43,10,0.213,0.272822511673244,10179
7334.0,17,0,67.3,6,0.234,0.19929140033138956,17099
7335.0,18,188,66.88,8,0.394,0.39366922430580664,2592
7336.0,17,113,78.91,0,0.286,0.2087331926363939,16262
7337.0,20,141,63.18,0,0.19,0.20842364618698347,16296
7338.0,18,0,88.83,5,0.372,0.2270678484231152,14659
7339.0,17,79,72.19,2,0.25,0.1748113614328204,19145
7340.0,19,189,90.7,3,0.477,0.36417533224039444,3553
7341.0,20,79,85.87,2,0.35,0.21903288255460523,15371
7342.0,18,7,74.4,1,0.2,0.10553401741649895,22905
7343.0,20,0,77.93,0,0.202,0.10765410717705289,22818
7344.0,19,0,79.27,2,0.248,0.1389471618394904,21443
7345.0,19,0,85.92,7,0.387,0.2605509673098569,11442
7346.0,18,39,94.5,7,0.476,0.3002507555525777,7533
7347.0,17,129,92.94,7,0.525,0.36707474273318424,3452
7348.0,18,0,87.91,0,0.275,0.14348087825876243,21201
7349.0,20,0,69.26,1,0.158,0.08683813400163998,23560
7350.0,20,118,90.46,2,0.409,0.27135711262727785,10355
7351.0,20,195,98.68,8,0.63,0.45860541855809256,1475
7352.0,20,193,66.16,7,0.374,0.38170553135742824,2966
7353.0,18,3,82.88,3,0.295,0.1711057897436792,19397
7354.0,18,163,87.49,4,0.454,0.3411427522428102,4483
7355.0,20,0,88.71,4,0.353,0.20841796631709755,16298
7356.0,19,152,82.65,5,0.43,0.33447279912207695,4912
7357.0,18,0,69.55,7,0.269,0.2275216687877577,14614
7358.0,18,169,81.24,2,0.376,0.30392287142409163,7172
7359.0,20,118,68.08,9,0.374,0.34577620311567375,4303
7360.0,17,0,96.64,0,0.338,0.17495703290689885,19126
7361.0,17,0,91.52,5,0.392,0.23410970286205676,13968
7362.0,19,0,50.55,5,0.094,0.15039452467017703,20831
7363.0,17,0,68.68,8,0.28,0.2482682060430457,12737
7364.0,17,126,75.27,5,0.359,0.2890157689025251,8537
7365.0,20,13,86.85,2,0.312,0.17256990622531324,19297
7366.0,18,0,80.38,10,0.402,0.30791486622943565,6807
7367.0,19,0,96.42,1,0.355,0.1849237111057051,18243
7368.0,18,0,87.37,0,0.271,0.1414170500146225,21313
7369.0,17,0,82.09,9,0.396,0.2918869712569185,8257
7370.0,17,0,84.4,2,0.286,0.15603398772938243,20410
7371.0,20,0,95.46,8,0.475,0.2998436365791351,7568
7372.0,17,106,75.3,2,0.291,0.21378202638063432,15834
7373.0,19,152,77.07,4,0.371,0.304498626235919,7112
7374.0,18,0,90.22,1,0.31,0.16234861997983474,20000
7375.0,18,0,61.86,4,0.158,0.13699031062896846,21544
7376.0,20,0,74.57,7,0.305,0.23789909309589413,13647
7377.0,19,41,89.0,3,0.365,0.21316485517505446,15879
7378.0,19,0,87.15,3,0.324,0.18404829551923574,18321
7379.0,18,27,96.35,2,0.391,0.21134505443446666,16038
7380.0,18,104,90.95,9,0.53,0.3744747255293963,3190
7381.0,19,0,58.51,9,0.225,0.25659583719168366,11858
7382.0,17,0,94.27,3,0.375,0.20550476558358338,16552
7383.0,17,0,84.29,6,0.357,0.23588317223984165,13806
7384.0,19,0,58.59,5,0.153,0.15960533797198884,20169
7385.0,19,0,67.02,8,0.268,0.24620155643938518,12933
7386.0,17,148,56.08,7,0.27,0.31400136168884757,6358
7387.0,20,17,97.65,0,0.357,0.18848784466983834,17918
7388.0,19,563,75.24,9,0.725,0.8831051103286452,114
7389.0,17,193,76.98,5,0.416,0.36824605550805795,3399
7390.0,20,194,56.1,0,0.174,0.26702133467720274,10795
7391.0,20,0,73.09,4,0.24,0.1651440479951078,19818
7392.0,18,135,93.23,7,0.531,0.37346825157786784,3225
7393.0,18,0,90.92,1,0.315,0.1648486047591295,19834
7394.0,18,0,89.37,0,0.285,0.14873400616097202,20935
7395.0,19,154,85.64,2,0.398,0.2974808227105515,7781
7396.0,17,0,89.55,5,0.377,0.22870731705785985,14505
7397.0,18,15,91.85,4,0.386,0.22351626598370072,14983
7398.0,17,156,82.8,5,0.434,0.33864177820762453,4640
7399.0,17,123,57.37,3,0.19,0.2094176244348301,16190
7400.0,18,0,77.03,6,0.305,0.21962731555069467,15320
7401.0,19,87,52.58,7,0.204,0.252860744542653,12228
7402.0,20,612,83.3,6,0.73101,0.8691369528209408,150
7403.0,17,46,95.96,5,0.455,0.2719524638582551,10282
7404.0,17,141,75.46,2,0.316,0.2556613707475653,11951
7405.0,18,84,65.55,5,0.26,0.22579068960359186,14801
7406.0,19,164,70.89,9,0.425,0.3928414324454604,2616
7407.0,20,75,90.02,5,0.431,0.2789553538364675,9560
7408.0,19,0,76.6,4,0.265,0.17325577877944298,19248
7409.0,19,0,93.62,7,0.443,0.2773961986864262,9729
7410.0,17,31,87.79,6,0.404,0.2604678273388648,11456
7411.0,17,0,68.44,3,0.188,0.12544063793905078,22094
7412.0,17,609,82.8,5,0.73101,0.8402967881680511,221
7413.0,19,122,62.2,8,0.316,0.3194961341053039,5945
7414.0,18,0,60.11,5,0.164,0.16123513456140828,20066
7415.0,17,0,53.55,7,0.152,0.2039920252829835,16692
7416.0,19,0,62.12,4,0.16,0.1384079389208413,21469
7417.0,20,88,89.82,9,0.511,0.3604893221277154,3696
7418.0,18,144,54.43,0,0.129,0.19726509104709106,17237
7419.0,20,0,82.78,9,0.401,0.2940023853676026,8067
